,class,label,numeric_uri,label_uri
283,http://semanticscience.org/resource/SIO_000822,contentment,sio:SIO_000822,sio:Contentment
284,http://semanticscience.org/resource/SIO_001321,fax number,sio:SIO_001321,sio:FaxNumber
285,http://semanticscience.org/resource/SIO_000142,inclusion criterion,sio:SIO_000142,sio:InclusionCriterion
286,http://semanticscience.org/resource/SIO_001334,edge,sio:SIO_001334,sio:Edge
287,http://semanticscience.org/resource/SIO_000611,regulation of catalytic capability,sio:SIO_000611,sio:RegulationOfCatalyticCapability
288,http://semanticscience.org/resource/SIO_000521,directed line segment,sio:SIO_000521,sio:DirectedLineSegment
289,http://semanticscience.org/resource/SIO_010289,biochemical inhibition,sio:SIO_010289,sio:BiochemicalInhibition
290,http://semanticscience.org/resource/SIO_001389,hgvs notation,sio:SIO_001389,sio:HgvsNotation
291,http://semanticscience.org/resource/SIO_000072,cartesian coordinate,sio:SIO_000072,sio:CartesianCoordinate
292,http://semanticscience.org/resource/SIO_000979,vowel,sio:SIO_000979,sio:Vowel
293,http://semanticscience.org/resource/SIO_000120,scientific name,sio:SIO_000120,sio:ScientificName
294,http://semanticscience.org/resource/SIO_001016,ethnic group,sio:SIO_001016,sio:EthnicGroup
295,http://semanticscience.org/resource/SIO_000083,statistical graph,sio:SIO_000083,sio:StatisticalGraph
296,http://semanticscience.org/resource/SIO_000452,x-axis,sio:SIO_000452,sio:X-axis
297,http://semanticscience.org/resource/SIO_000576,membrane transport,sio:SIO_000576,sio:MembraneTransport
298,http://semanticscience.org/resource/SIO_000903,bottom value axis,sio:SIO_000903,sio:BottomValueAxis
299,http://semanticscience.org/resource/SIO_010071,organic submolecule,sio:SIO_010071,sio:OrganicSubmolecule
300,http://semanticscience.org/resource/SIO_010032,PDB record identifier,sio:SIO_010032,sio:PDBRecordIdentifier
301,http://semanticscience.org/resource/SIO_001067,controlled observational cohort study,sio:SIO_001067,sio:ControlledObservationalCohortStudy
302,http://semanticscience.org/resource/SIO_000378,to change appearance,sio:SIO_000378,sio:ToChangeAppearance
303,http://semanticscience.org/resource/SIO_000385,to change energetically,sio:SIO_000385,sio:ToChangeEnergetically
304,http://semanticscience.org/resource/SIO_000708,professor role,sio:SIO_000708,sio:ProfessorRole
305,http://semanticscience.org/resource/SIO_001218,weak,sio:SIO_001218,sio:Weak
306,http://semanticscience.org/resource/SIO_010059,dead,sio:SIO_010059,sio:Dead
307,http://semanticscience.org/resource/SIO_000573,passive movement,sio:SIO_000573,sio:PassiveMovement
308,http://semanticscience.org/resource/SIO_000329,cylindrical coordinate system,sio:SIO_000329,sio:CylindricalCoordinateSystem
309,http://semanticscience.org/resource/SIO_000702,to be interacted with,sio:SIO_000702,sio:ToBeInteractedWith
310,http://semanticscience.org/resource/SIO_011036,rubidium atom,sio:SIO_011036,sio:RubidiumAtom
311,http://semanticscience.org/resource/SIO_010000,organism,sio:SIO_010000,sio:Organism
312,http://semanticscience.org/resource/SIO_000376,to change materially,sio:SIO_000376,sio:ToChangeMaterially
313,http://semanticscience.org/resource/SIO_000430,day,sio:SIO_000430,sio:Day
314,http://semanticscience.org/resource/SIO_010088,to serve as a template for molecular synthesis,sio:SIO_010088,sio:ToServeAsATemplateForMolecularSynthesis
315,http://semanticscience.org/resource/SIO_000692,to be actively interacted with,sio:SIO_000692,sio:ToBeActivelyInteractedWith
316,http://semanticscience.org/resource/SIO_000908,streamgraph,sio:SIO_000908,sio:Streamgraph
317,http://semanticscience.org/resource/SIO_001027,medical health record,sio:SIO_001027,sio:MedicalHealthRecord
318,http://semanticscience.org/resource/SIO_001271,helicity,sio:SIO_001271,sio:Helicity
319,http://semanticscience.org/resource/SIO_000823,curiosity,sio:SIO_000823,sio:Curiosity
320,http://semanticscience.org/resource/SIO_000931,network diagram,sio:SIO_000931,sio:NetworkDiagram
321,http://semanticscience.org/resource/SIO_010425,supernatant,sio:SIO_010425,sio:Supernatant
322,http://semanticscience.org/resource/SIO_010298,medical data,sio:SIO_010298,sio:MedicalData
323,http://semanticscience.org/resource/SIO_001348,fusion gene-disease association,sio:SIO_001348,sio:FusionGene-diseaseAssociation
324,http://semanticscience.org/resource/SIO_001123,gene-disease association linked with altered gene expression,sio:SIO_001123,sio:Gene-diseaseAssociationLinkedWithAlteredGeneExpression
325,http://semanticscience.org/resource/SIO_011092,neodymium atom,sio:SIO_011092,sio:NeodymiumAtom
326,http://semanticscience.org/resource/SIO_000513,tick mark,sio:SIO_000513,sio:TickMark
327,http://semanticscience.org/resource/SIO_000596,data storage device,sio:SIO_000596,sio:DataStorageDevice
328,http://semanticscience.org/resource/SIO_000944,interval,sio:SIO_000944,sio:Interval
329,http://semanticscience.org/resource/SIO_001336,epimer,sio:SIO_001336,sio:Epimer
330,http://semanticscience.org/resource/SIO_010373,to be inhibited,sio:SIO_010373,sio:ToBeInhibited
331,http://semanticscience.org/resource/SIO_000100,software library,sio:SIO_000100,sio:SoftwareLibrary
332,http://semanticscience.org/resource/SIO_010533,regulatory pathway,sio:SIO_010533,sio:RegulatoryPathway
333,http://semanticscience.org/resource/SIO_011109,americium atom,sio:SIO_011109,sio:AmericiumAtom
334,http://semanticscience.org/resource/SIO_000623,OBO ontology,sio:SIO_000623,sio:OBOOntology
335,http://semanticscience.org/resource/SIO_001113,minimal value,sio:SIO_001113,sio:MinimalValue
336,http://semanticscience.org/resource/SIO_001165,user account,sio:SIO_001165,sio:UserAccount
337,http://semanticscience.org/resource/SIO_000472,scientific data,sio:SIO_000472,sio:ScientificData
338,http://semanticscience.org/resource/SIO_000651,textual entity,sio:SIO_000651,sio:TextualEntity
339,http://semanticscience.org/resource/SIO_000080,figure,sio:SIO_000080,sio:Figure
340,http://semanticscience.org/resource/SIO_010046,biological entity,sio:SIO_010046,sio:BiologicalEntity
341,http://semanticscience.org/resource/SIO_010058,alive,sio:SIO_010058,sio:Alive
342,http://semanticscience.org/resource/SIO_010377,cellular organism,sio:SIO_010377,sio:CellularOrganism
343,http://semanticscience.org/resource/SIO_001023,medical screening,sio:SIO_001023,sio:MedicalScreening
344,http://semanticscience.org/resource/SIO_000820,boredom,sio:SIO_000820,sio:Boredom
345,http://semanticscience.org/resource/SIO_001309,very dissatisfied qualifier,sio:SIO_001309,sio:VeryDissatisfiedQualifier
346,http://semanticscience.org/resource/SIO_001287,indecision,sio:SIO_001287,sio:Indecision
347,http://semanticscience.org/resource/SIO_011035,krypton atom,sio:SIO_011035,sio:KryptonAtom
348,http://semanticscience.org/resource/SIO_010424,centrifugation pellet,sio:SIO_010424,sio:CentrifugationPellet
349,http://semanticscience.org/resource/SIO_010522,nucleophilic addition reaction,sio:SIO_010522,sio:NucleophilicAdditionReaction
350,http://semanticscience.org/resource/SIO_010024,quaternary structure,sio:SIO_010024,sio:QuaternaryStructure
351,http://semanticscience.org/resource/SIO_000760,referencing cell,sio:SIO_000760,sio:ReferencingCell
352,http://semanticscience.org/resource/SIO_001192,web service invocation,sio:SIO_001192,sio:WebServiceInvocation
353,http://semanticscience.org/resource/SIO_000997,aborted,sio:SIO_000997,sio:Aborted
354,http://semanticscience.org/resource/SIO_010430,test role,sio:SIO_010430,sio:TestRole
355,http://semanticscience.org/resource/SIO_000106,book,sio:SIO_000106,sio:Book
356,http://semanticscience.org/resource/SIO_001024,medical procedure,sio:SIO_001024,sio:MedicalProcedure
357,http://semanticscience.org/resource/SIO_010337,ribonucleotide residue,sio:SIO_010337,sio:RibonucleotideResidue
358,http://semanticscience.org/resource/SIO_010515,synthesis reaction,sio:SIO_010515,sio:SynthesisReaction
359,http://semanticscience.org/resource/SIO_000529,decreasing line,sio:SIO_000529,sio:DecreasingLine
360,http://semanticscience.org/resource/SIO_000595,parameterized data transformation,sio:SIO_000595,sio:ParameterizedDataTransformation
361,http://semanticscience.org/resource/SIO_010779,structural isomer,sio:SIO_010779,sio:StructuralIsomer
362,http://semanticscience.org/resource/SIO_000480,insertion variant role,sio:SIO_000480,sio:InsertionVariantRole
363,http://semanticscience.org/resource/SIO_000961,fictional,sio:SIO_000961,sio:Fictional
364,http://semanticscience.org/resource/SIO_000196,introduction section,sio:SIO_000196,sio:IntroductionSection
365,http://semanticscience.org/resource/SIO_011025,iron atom,sio:SIO_011025,sio:IronAtom
366,http://semanticscience.org/resource/SIO_000315,functional specification,sio:SIO_000315,sio:FunctionalSpecification
367,http://semanticscience.org/resource/SIO_000649,information processing,sio:SIO_000649,sio:InformationProcessing
368,http://semanticscience.org/resource/SIO_010345,chemical reaction,sio:SIO_010345,sio:ChemicalReaction
369,http://semanticscience.org/resource/SIO_000194,correspondence section,sio:SIO_000194,sio:CorrespondenceSection
370,http://semanticscience.org/resource/SIO_000517,quadrilateral,sio:SIO_000517,sio:Quadrilateral
371,http://semanticscience.org/resource/SIO_000040,height,sio:SIO_000040,sio:Height
372,http://semanticscience.org/resource/SIO_001353,specialized object,sio:SIO_001353,sio:SpecializedObject
373,http://semanticscience.org/resource/SIO_000429,month,sio:SIO_000429,sio:Month
374,http://semanticscience.org/resource/SIO_000161,manual,sio:SIO_000161,sio:Manual
375,http://semanticscience.org/resource/SIO_000305,process number,sio:SIO_000305,sio:ProcessNumber
376,http://semanticscience.org/resource/SIO_000828,disgust,sio:SIO_000828,sio:Disgust
377,http://semanticscience.org/resource/SIO_001074,t-statistic,sio:SIO_001074,sio:T-statistic
378,http://semanticscience.org/resource/SIO_011075,rutherfordium atom,sio:SIO_011075,sio:RutherfordiumAtom
379,http://semanticscience.org/resource/SIO_000829,dread,sio:SIO_000829,sio:Dread
380,http://semanticscience.org/resource/SIO_001175,positive nucleic acid strand,sio:SIO_001175,sio:PositiveNucleicAcidStrand
381,http://semanticscience.org/resource/SIO_001048,intervention study,sio:SIO_001048,sio:InterventionStudy
382,http://semanticscience.org/resource/SIO_000751,decreased,sio:SIO_000751,sio:Decreased
383,http://semanticscience.org/resource/SIO_001092,structural quality,sio:SIO_001092,sio:StructuralQuality
384,http://semanticscience.org/resource/SIO_000831,positive emotion,sio:SIO_000831,sio:PositiveEmotion
385,http://semanticscience.org/resource/SIO_001171,database cross-reference,sio:SIO_001171,sio:DatabaseCross-reference
386,http://semanticscience.org/resource/SIO_010039,pharmaceutical preparation,sio:SIO_010039,sio:PharmaceuticalPreparation
387,http://semanticscience.org/resource/SIO_001240,nmr device,sio:SIO_001240,sio:NmrDevice
388,http://semanticscience.org/resource/SIO_000985,protein coding gene,sio:SIO_000985,sio:ProteinCodingGene
389,http://semanticscience.org/resource/SIO_000051,compositional quality,sio:SIO_000051,sio:CompositionalQuality
390,http://semanticscience.org/resource/SIO_001281,humiliation,sio:SIO_001281,sio:Humiliation
391,http://semanticscience.org/resource/SIO_000138,class,sio:SIO_000138,sio:Class
392,http://semanticscience.org/resource/SIO_000676,social role,sio:SIO_000676,sio:SocialRole
393,http://semanticscience.org/resource/SIO_000437,2D cartesian point,sio:SIO_000437,sio:2DCartesianPoint
394,http://semanticscience.org/resource/SIO_000410,anger,sio:SIO_000410,sio:Anger
395,http://semanticscience.org/resource/SIO_000834,envy,sio:SIO_000834,sio:Envy
396,http://semanticscience.org/resource/SIO_001255,pharmacokinetic pathway,sio:SIO_001255,sio:PharmacokineticPathway
397,http://semanticscience.org/resource/SIO_001300,ovopub,sio:SIO_001300,sio:Ovopub
398,http://semanticscience.org/resource/SIO_001058,word end position,sio:SIO_001058,sio:WordEndPosition
399,http://semanticscience.org/resource/SIO_010011,lipid,sio:SIO_010011,sio:Lipid
400,http://semanticscience.org/resource/SIO_011090,cerium atom,sio:SIO_011090,sio:CeriumAtom
401,http://semanticscience.org/resource/SIO_000759,unique cell,sio:SIO_000759,sio:UniqueCell
402,http://semanticscience.org/resource/SIO_000432,millenium,sio:SIO_000432,sio:Millenium
403,http://semanticscience.org/resource/SIO_000787,page number,sio:SIO_000787,sio:PageNumber
404,http://semanticscience.org/resource/SIO_000500,polygon vertex,sio:SIO_000500,sio:PolygonVertex
405,http://semanticscience.org/resource/SIO_001140,increased spatial extent of process from increased regulation,sio:SIO_001140,sio:IncreasedSpatialExtentOfProcessFromIncreasedRegulation
406,http://semanticscience.org/resource/SIO_010100,dna gene,sio:SIO_010100,sio:DnaGene
407,http://semanticscience.org/resource/SIO_000880,regulator role,sio:SIO_000880,sio:RegulatorRole
408,http://semanticscience.org/resource/SIO_000539,infinite line,sio:SIO_000539,sio:InfiniteLine
409,http://semanticscience.org/resource/SIO_001132,process maintenance,sio:SIO_001132,sio:ProcessMaintenance
410,http://semanticscience.org/resource/SIO_001163,increase in number of objects produced,sio:SIO_001163,sio:IncreaseInNumberOfObjectsProduced
411,http://semanticscience.org/resource/SIO_000366,number,sio:SIO_000366,sio:Number
412,http://semanticscience.org/resource/SIO_000724,to examine,sio:SIO_000724,sio:ToExamine
413,http://semanticscience.org/resource/SIO_001128,regulation of molecular production,sio:SIO_001128,sio:RegulationOfMolecularProduction
414,http://semanticscience.org/resource/SIO_000830,ecstasy,sio:SIO_000830,sio:Ecstasy
415,http://semanticscience.org/resource/SIO_010428,evaluation role,sio:SIO_010428,sio:EvaluationRole
416,http://semanticscience.org/resource/SIO_000953,end position,sio:SIO_000953,sio:EndPosition
417,http://semanticscience.org/resource/SIO_000756,database entry,sio:SIO_000756,sio:DatabaseEntry
418,http://semanticscience.org/resource/SIO_001329,single nucleotide polymorphism,sio:SIO_001329,sio:SingleNucleotidePolymorphism
419,http://semanticscience.org/resource/SIO_000392,to change spatially,sio:SIO_000392,sio:ToChangeSpatially
420,http://semanticscience.org/resource/SIO_010093,deoxyribonucleic acid primer,sio:SIO_010093,sio:DeoxyribonucleicAcidPrimer
421,http://semanticscience.org/resource/SIO_011011,magnesium atom,sio:SIO_011011,sio:MagnesiumAtom
422,http://semanticscience.org/resource/SIO_011065,mercury atom,sio:SIO_011065,sio:MercuryAtom
423,http://semanticscience.org/resource/SIO_000110,paragraph,sio:SIO_000110,sio:Paragraph
424,http://semanticscience.org/resource/SIO_000471,secondary title,sio:SIO_000471,sio:SecondaryTitle
425,http://semanticscience.org/resource/SIO_000551,to change the activation energy,sio:SIO_000551,sio:ToChangeTheActivationEnergy
426,http://semanticscience.org/resource/SIO_001081,t-statistic based increased differential gene expression,sio:SIO_001081,sio:T-statisticBasedIncreasedDifferentialGeneExpression
427,http://semanticscience.org/resource/SIO_000543,to serve as a host,sio:SIO_000543,sio:ToServeAsAHost
428,http://semanticscience.org/resource/SIO_000666,township,sio:SIO_000666,sio:Township
429,http://semanticscience.org/resource/SIO_000922,Gantt chart,sio:SIO_000922,sio:GanttChart
430,http://semanticscience.org/resource/SIO_000169,booklet,sio:SIO_000169,sio:Booklet
431,http://semanticscience.org/resource/SIO_000266,valid argument,sio:SIO_000266,sio:ValidArgument
432,http://semanticscience.org/resource/SIO_000175,document title,sio:SIO_000175,sio:DocumentTitle
433,http://semanticscience.org/resource/SIO_011085,ununquadium atom,sio:SIO_011085,sio:UnunquadiumAtom
434,http://semanticscience.org/resource/SIO_001383,gene symbol,sio:SIO_001383,sio:GeneSymbol
435,http://semanticscience.org/resource/SIO_000398,nurse,sio:SIO_000398,sio:Nurse
436,http://semanticscience.org/resource/SIO_000506,geometric entity,sio:SIO_000506,sio:GeometricEntity
437,http://semanticscience.org/resource/SIO_001007,assay,sio:SIO_001007,sio:Assay
438,http://semanticscience.org/resource/SIO_000201,table of contents,sio:SIO_000201,sio:TableOfContents
439,http://semanticscience.org/resource/SIO_001274,right-handed helical,sio:SIO_001274,sio:Right-handedHelical
440,http://semanticscience.org/resource/SIO_000959,existence quality,sio:SIO_000959,sio:ExistenceQuality
441,http://semanticscience.org/resource/SIO_001000,clinical trial,sio:SIO_001000,sio:ClinicalTrial
442,http://semanticscience.org/resource/SIO_000698,to disassemble,sio:SIO_000698,sio:ToDisassemble
443,http://semanticscience.org/resource/SIO_000790,non-protein coding RNA (ncRNA) gene,sio:SIO_000790,sio:Non-proteinCodingRNA(ncrna)Gene
444,http://semanticscience.org/resource/SIO_000987,predicted gene,sio:SIO_000987,sio:PredictedGene
445,http://semanticscience.org/resource/SIO_010531,sequence profile,sio:SIO_010531,sio:SequenceProfile
446,http://semanticscience.org/resource/SIO_001386,chemical notation,sio:SIO_001386,sio:ChemicalNotation
447,http://semanticscience.org/resource/SIO_000455,category axis,sio:SIO_000455,sio:CategoryAxis
448,http://semanticscience.org/resource/SIO_010065,bioinformatic data,sio:SIO_010065,sio:BioinformaticData
449,http://semanticscience.org/resource/SIO_010415,host,sio:SIO_010415,sio:Host
450,http://semanticscience.org/resource/SIO_000412,love,sio:SIO_000412,sio:Love
451,http://semanticscience.org/resource/SIO_001276,coding sequence,sio:SIO_001276,sio:CodingSequence
452,http://semanticscience.org/resource/SIO_010454,base,sio:SIO_010454,sio:Base
453,http://semanticscience.org/resource/SIO_011095,europium atom,sio:SIO_011095,sio:EuropiumAtom
454,http://semanticscience.org/resource/SIO_000127,workflow,sio:SIO_000127,sio:Workflow
455,http://semanticscience.org/resource/SIO_000579,symport enabled secondary active transport,sio:SIO_000579,sio:SymportEnabledSecondaryActiveTransport
456,http://semanticscience.org/resource/SIO_010355,to conformationally inhibit,sio:SIO_010355,sio:ToConformationallyInhibit
457,http://semanticscience.org/resource/SIO_000798,product role,sio:SIO_000798,sio:ProductRole
458,http://semanticscience.org/resource/SIO_000178,page total,sio:SIO_000178,sio:PageTotal
459,http://semanticscience.org/resource/SIO_001109,mean,sio:SIO_001109,sio:Mean
460,http://semanticscience.org/resource/SIO_010375,multicellular organism,sio:SIO_010375,sio:MulticellularOrganism
461,http://semanticscience.org/resource/SIO_001049,sampling,sio:SIO_001049,sio:Sampling
462,http://semanticscience.org/resource/SIO_010029,biological sex,sio:SIO_010029,sio:BiologicalSex
463,http://semanticscience.org/resource/SIO_000878,graduate student advisor role,sio:SIO_000878,sio:GraduateStudentAdvisorRole
464,http://semanticscience.org/resource/SIO_001299,quantity modifier,sio:SIO_001299,sio:QuantityModifier
465,http://semanticscience.org/resource/SIO_001262,anatomical entity,sio:SIO_001262,sio:AnatomicalEntity
466,http://semanticscience.org/resource/SIO_000861,regret,sio:SIO_000861,sio:Regret
467,http://semanticscience.org/resource/SIO_000448,figure part,sio:SIO_000448,sio:FigurePart
468,http://semanticscience.org/resource/SIO_000526,vertical line,sio:SIO_000526,sio:VerticalLine
469,http://semanticscience.org/resource/SIO_001005,chemical effect,sio:SIO_001005,sio:ChemicalEffect
470,http://semanticscience.org/resource/SIO_000758,disordered,sio:SIO_000758,sio:Disordered
471,http://semanticscience.org/resource/SIO_011046,silver atom,sio:SIO_011046,sio:SilverAtom
472,http://semanticscience.org/resource/SIO_010519,polar addition reaction,sio:SIO_010519,sio:PolarAdditionReaction
473,http://semanticscience.org/resource/SIO_010418,solute,sio:SIO_010418,sio:Solute
474,http://semanticscience.org/resource/SIO_000342,term variant,sio:SIO_000342,sio:TermVariant
475,http://semanticscience.org/resource/SIO_000927,telephone,sio:SIO_000927,sio:Telephone
476,http://semanticscience.org/resource/SIO_010084,operon,sio:SIO_010084,sio:Operon
477,http://semanticscience.org/resource/SIO_000654,software version label,sio:SIO_000654,sio:SoftwareVersionLabel
478,http://semanticscience.org/resource/SIO_001360,information decoding,sio:SIO_001360,sio:InformationDecoding
479,http://semanticscience.org/resource/SIO_000745,comparing,sio:SIO_000745,sio:Comparing
480,http://semanticscience.org/resource/SIO_000538,straight,sio:SIO_000538,sio:Straight
481,http://semanticscience.org/resource/SIO_011113,einsteinium atom,sio:SIO_011113,sio:EinsteiniumAtom
482,http://semanticscience.org/resource/SIO_001008,toxicity,sio:SIO_001008,sio:Toxicity
483,http://semanticscience.org/resource/SIO_000089,dataset,sio:SIO_000089,sio:Dataset
484,http://semanticscience.org/resource/SIO_001124,gene-disease association linked with post-translational modification,sio:SIO_001124,sio:Gene-diseaseAssociationLinkedWithPost-translationalModification
485,http://semanticscience.org/resource/SIO_011030,gallium atom,sio:SIO_011030,sio:GalliumAtom
486,http://semanticscience.org/resource/SIO_000443,bar graph,sio:SIO_000443,sio:BarGraph
487,http://semanticscience.org/resource/SIO_000789,sequence element position,sio:SIO_000789,sio:SequenceElementPosition
488,http://semanticscience.org/resource/SIO_000035,ongoing,sio:SIO_000035,sio:Ongoing
489,http://semanticscience.org/resource/SIO_011091,praseodymium atom,sio:SIO_011091,sio:PraseodymiumAtom
490,http://semanticscience.org/resource/SIO_000812,affection,sio:SIO_000812,sio:Affection
491,http://semanticscience.org/resource/SIO_000330,spherical coordinate system,sio:SIO_000330,sio:SphericalCoordinateSystem
492,http://semanticscience.org/resource/SIO_010502,disulfide bond,sio:SIO_010502,sio:DisulfideBond
493,http://semanticscience.org/resource/SIO_010344,catalyst,sio:SIO_010344,sio:Catalyst
494,http://semanticscience.org/resource/SIO_010300,transcription,sio:SIO_010300,sio:Transcription
495,http://semanticscience.org/resource/SIO_000847,indifference,sio:SIO_000847,sio:Indifference
496,http://semanticscience.org/resource/SIO_000894,to luminesce,sio:SIO_000894,sio:ToLuminesce
497,http://semanticscience.org/resource/SIO_001076,microarray experiment,sio:SIO_001076,sio:MicroarrayExperiment
498,http://semanticscience.org/resource/SIO_010015,protein sequence,sio:SIO_010015,sio:ProteinSequence
499,http://semanticscience.org/resource/SIO_000879,reactant role,sio:SIO_000879,sio:ReactantRole
500,http://semanticscience.org/resource/SIO_010054,cell line,sio:SIO_010054,sio:CellLine
501,http://semanticscience.org/resource/SIO_001094,bent,sio:SIO_001094,sio:Bent
502,http://semanticscience.org/resource/SIO_000856,passion,sio:SIO_000856,sio:Passion
503,http://semanticscience.org/resource/SIO_001062,human population,sio:SIO_001062,sio:HumanPopulation
504,http://semanticscience.org/resource/SIO_000956,device,sio:SIO_000956,sio:Device
505,http://semanticscience.org/resource/SIO_000991,validated gene,sio:SIO_000991,sio:ValidatedGene
506,http://semanticscience.org/resource/SIO_001040,morpheme,sio:SIO_001040,sio:Morpheme
507,http://semanticscience.org/resource/SIO_001082,t-statistic based decreased differential gene expression,sio:SIO_001082,sio:T-statisticBasedDecreasedDifferentialGeneExpression
508,http://semanticscience.org/resource/SIO_000181,first name,sio:SIO_000181,sio:FirstName
509,http://semanticscience.org/resource/SIO_001233,small nuclear RNA (snRNA),sio:SIO_001233,sio:SmallNuclearRNA(snrna)
510,http://semanticscience.org/resource/SIO_011099,holmium atom,sio:SIO_011099,sio:HolmiumAtom
511,http://semanticscience.org/resource/SIO_001148,increased object consumption from increased regulation,sio:SIO_001148,sio:IncreasedObjectConsumptionFromIncreasedRegulation
512,http://semanticscience.org/resource/SIO_000337,objective,sio:SIO_000337,sio:Objective
513,http://semanticscience.org/resource/SIO_001100,crystal structure,sio:SIO_001100,sio:CrystalStructure
514,http://semanticscience.org/resource/SIO_011020,scandium atom,sio:SIO_011020,sio:ScandiumAtom
515,http://semanticscience.org/resource/SIO_000512,line segment,sio:SIO_000512,sio:LineSegment
516,http://semanticscience.org/resource/SIO_001234,small nucleolar RNA (snoRNA),sio:SIO_001234,sio:SmallNucleolarRNA(snorna)
517,http://semanticscience.org/resource/SIO_000239,conjunction (and),sio:SIO_000239,sio:Conjunction(and)
518,http://semanticscience.org/resource/SIO_000952,default parameter,sio:SIO_000952,sio:DefaultParameter
519,http://semanticscience.org/resource/SIO_011101,thulium atom,sio:SIO_011101,sio:ThuliumAtom
520,http://semanticscience.org/resource/SIO_010347,to modify conformation of,sio:SIO_010347,sio:ToModifyConformationOf
521,http://semanticscience.org/resource/SIO_001202,decreased molecular degradation from increased regulation,sio:SIO_001202,sio:DecreasedMolecularDegradationFromIncreasedRegulation
522,http://semanticscience.org/resource/SIO_000701,to interact with,sio:SIO_000701,sio:ToInteractWith
523,http://semanticscience.org/resource/SIO_000168,phd thesis,sio:SIO_000168,sio:PhdThesis
524,http://semanticscience.org/resource/SIO_001052,data collection,sio:SIO_001052,sio:DataCollection
525,http://semanticscience.org/resource/SIO_010025,oligosaccharide,sio:SIO_010025,sio:Oligosaccharide
526,http://semanticscience.org/resource/SIO_000520,triangle,sio:SIO_000520,sio:Triangle
527,http://semanticscience.org/resource/SIO_001339,empty,sio:SIO_001339,sio:Empty
528,http://semanticscience.org/resource/SIO_000037,spatial quantity,sio:SIO_000037,sio:SpatialQuantity
529,http://semanticscience.org/resource/SIO_011037,strontium atom,sio:SIO_011037,sio:StrontiumAtom
530,http://semanticscience.org/resource/SIO_001223,3' splice site,sio:SIO_001223,sio:3'SpliceSite
531,http://semanticscience.org/resource/SIO_010785,allotrope,sio:SIO_010785,sio:Allotrope
532,http://semanticscience.org/resource/SIO_000438,altitude,sio:SIO_000438,sio:Altitude
533,http://semanticscience.org/resource/SIO_000826,despair,sio:SIO_000826,sio:Despair
534,http://semanticscience.org/resource/SIO_010308,metabolism,sio:SIO_010308,sio:Metabolism
535,http://semanticscience.org/resource/SIO_001037,finalized,sio:SIO_001037,sio:Finalized
536,http://semanticscience.org/resource/SIO_000819,boldness,sio:SIO_000819,sio:Boldness
537,http://semanticscience.org/resource/SIO_000810,complete charge,sio:SIO_000810,sio:CompleteCharge
538,http://semanticscience.org/resource/SIO_000924,television program,sio:SIO_000924,sio:TelevisionProgram
539,http://semanticscience.org/resource/SIO_000009,social entity,sio:SIO_000009,sio:SocialEntity
540,http://semanticscience.org/resource/SIO_000743,local minimum stationary point,sio:SIO_000743,sio:LocalMinimumStationaryPoint
541,http://semanticscience.org/resource/SIO_000075,mathematical entity,sio:SIO_000075,sio:MathematicalEntity
542,http://semanticscience.org/resource/SIO_000113,sentence,sio:SIO_000113,sio:Sentence
543,http://semanticscience.org/resource/SIO_000592,chemical destruction,sio:SIO_000592,sio:ChemicalDestruction
544,http://semanticscience.org/resource/SIO_001186,hypothetical,sio:SIO_001186,sio:Hypothetical
545,http://semanticscience.org/resource/SIO_011029,zinc atom,sio:SIO_011029,sio:ZincAtom
546,http://semanticscience.org/resource/SIO_001056,character position,sio:SIO_001056,sio:CharacterPosition
547,http://semanticscience.org/resource/SIO_001264,homozygous,sio:SIO_001264,sio:Homozygous
548,http://semanticscience.org/resource/SIO_000180,language label,sio:SIO_000180,sio:LanguageLabel
549,http://semanticscience.org/resource/SIO_000525,horizontal line,sio:SIO_000525,sio:HorizontalLine
550,http://semanticscience.org/resource/SIO_000741,stationary point,sio:SIO_000741,sio:StationaryPoint
551,http://semanticscience.org/resource/SIO_000721,comparative role,sio:SIO_000721,sio:ComparativeRole
552,http://semanticscience.org/resource/SIO_000824,depression,sio:SIO_000824,sio:Depression
553,http://semanticscience.org/resource/SIO_001305,moderately quantifier,sio:SIO_001305,sio:ModeratelyQuantifier
554,http://semanticscience.org/resource/SIO_000105,symbol,sio:SIO_000105,sio:Symbol
555,http://semanticscience.org/resource/SIO_001106,to produce,sio:SIO_001106,sio:ToProduce
556,http://semanticscience.org/resource/SIO_000996,cancelled,sio:SIO_000996,sio:Cancelled
557,http://semanticscience.org/resource/SIO_010794,glassy carbon,sio:SIO_010794,sio:GlassyCarbon
558,http://semanticscience.org/resource/SIO_010277,allele,sio:SIO_010277,sio:Allele
559,http://semanticscience.org/resource/SIO_011059,tungsten atom,sio:SIO_011059,sio:TungstenAtom
560,http://semanticscience.org/resource/SIO_001332,directed acyclic graph,sio:SIO_001332,sio:DirectedAcyclicGraph
561,http://semanticscience.org/resource/SIO_000079,visual language entity,sio:SIO_000079,sio:VisualLanguageEntity
562,http://semanticscience.org/resource/SIO_000527,trend line,sio:SIO_000527,sio:TrendLine
563,http://semanticscience.org/resource/SIO_011076,dubnium atom,sio:SIO_011076,sio:DubniumAtom
564,http://semanticscience.org/resource/SIO_000785,answer,sio:SIO_000785,sio:Answer
565,http://semanticscience.org/resource/SIO_010792,carbon nanofoam,sio:SIO_010792,sio:CarbonNanofoam
